"star","nChar","income","unviersity","nSentence","p.","p..1","very.positive","some.positive","neutral","some.negative","very.negative"
5,1402,35934,1,24,1,0,4,10,7,5,0
5,525,66000,1,12,2,0,1,7,1,2,0
5,346,66000,1,6,3,0,3,9,4,2,0
5,140,66000,1,3,0,0,2,1,2,0,0
4,986,55043,1,12,1,2,1,6,7,3,1
5,1305,37316,1,11,0,0,2,5,5,5,0
5,520,66000,1,11,3,0,2,2,3,3,1
5,112,67165,1,3,3,0,4,2,0,0,0
5,333,83084,0,3,1,0,2,2,2,2,0
5,112,35934,1,2,0,0,4,0,0,0,0
4,411,66000,1,6,0,0,2,3,4,1,0
3,109,82999,0,3,0,0,0,0,0,1,0
2,383,80310,0,7,0,0,0,3,0,1,1
3,696,66000,1,17,1,0,1,0,1,4,2
2,472,41255,0,6,0,0,0,2,2,6,0
4,112,55043,1,2,0,0,0,1,2,1,1
4,452,72569,1,7,0,1,1,0,1,3,1
2,977,55687,1,14,0,1,0,1,5,2,1
5,312,80310,0,5,2,0,1,4,2,2,0
4,422,55043,1,8,0,0,2,4,2,3,0
4,440,66000,1,8,4,0,5,0,4,0,2
5,249,80310,0,4,0,0,1,3,1,0,0
4,219,77736,0,5,0,0,1,2,1,0,0
5,600,67165,1,6,0,0,3,2,2,2,0
1,1055,67165,1,14,1,1,0,2,1,2,2
1,356,67165,1,4,0,0,0,1,1,2,1
5,154,35934,1,4,0,0,1,1,0,0,0
4,780,35934,1,14,5,0,3,9,1,3,0
3,1507,35934,1,12,0,0,4,7,12,5,0
1,935,67165,1,10,0,0,0,0,3,3,0
5,1806,55043,1,28,7,2,6,9,8,7,1
5,456,66000,1,8,6,0,3,0,2,3,0
2,454,37316,1,7,1,0,3,1,2,2,1
5,562,45166,0,14,4,0,5,3,5,0,0
5,336,49865,0,8,3,0,1,4,0,1,0
3,746,37316,1,9,0,0,2,4,2,2,1
5,297,43706,0,6,0,0,2,2,5,1,0
4,396,55687,1,5,3,0,1,4,2,1,0
4,477,66000,1,4,0,0,0,2,1,3,0
5,265,55043,1,5,2,0,0,2,3,0,-1
3,531,66000,1,6,0,0,2,2,0,2,2
1,1272,49865,0,11,0,0,0,4,5,7,5
3,566,88716,0,5,5,0,1,6,5,3,0
3,712,98140,1,11,0,0,1,3,3,5,5
5,299,77619,0,4,1,0,2,2,1,1,0
4,453,66000,1,7,0,0,2,6,3,2,0
5,514,72569,1,6,0,0,1,1,0,2,0
5,211,35934,1,7,3,0,3,3,1,1,0
5,386,35934,1,16,13,0,3,4,0,2,0
1,560,63109,1,10,0,0,0,2,2,5,1
4,117,35934,1,1,0,0,1,3,3,0,0
5,83,37316,1,2,0,0,1,0,1,0,0
5,279,66000,1,4,1,0,3,1,4,0,0
4,386,37316,1,6,1,0,1,3,0,1,0
5,147,66000,1,3,0,0,1,2,0,1,0
4,1881,77619,0,27,4,0,7,7,15,7,1
5,111,77619,0,3,2,0,1,0,0,0,0
5,814,66000,1,19,6,0,2,3,2,1,0
5,593,35934,1,7,0,0,4,0,-1,0,0
5,224,45166,0,2,0,0,3,3,0,1,0
1,225,66000,1,4,0,0,0,1,2,2,1
5,125,55687,1,3,1,0,0,0,0,1,0
5,384,66000,1,5,3,0,2,2,0,0,-1
3,516,37316,1,3,0,0,3,1,1,2,2
5,407,66000,1,5,2,0,5,4,6,2,0
1,421,67165,1,5,0,0,0,0,1,6,2
4,554,77736,0,8,0,0,0,4,3,2,0
3,379,49336,0,20,0,0,0,1,1,3,1
5,375,55687,1,5,4,0,0,0,1,1,0
5,463,109742,0,8,4,0,2,4,3,2,0
1,931,55687,1,14,5,0,0,3,1,10,4
5,195,55687,1,2,1,0,1,3,0,0,0
5,124,63109,1,4,2,0,1,2,0,0,0
5,3505,66000,1,45,3,2,3,18,15,17,7
4,203,37316,1,2,0,0,3,1,1,0,0
5,272,83084,0,7,0,0,1,7,2,4,0
3,331,46162,1,4,0,0,1,2,1,0,1
5,208,55043,1,5,0,0,1,0,0,0,0
5,630,67165,1,6,5,0,3,4,0,1,0
5,110,77619,0,7,1,0,3,1,0,0,0
4,463,77619,0,10,1,0,5,2,1,2,0
5,267,35934,1,9,1,0,2,3,0,0,1
1,408,83084,0,7,0,0,0,0,2,3,1
5,262,77619,0,4,0,0,3,3,4,0,0
3,709,55043,1,8,0,0,2,7,6,3,1
1,280,43706,0,9,0,0,0,0,0,1,4
5,197,43706,0,4,1,0,4,1,0,0,0
1,177,66000,1,3,0,0,0,0,0,0,1
5,103,66000,1,1,0,0,0,0,0,0,0
5,244,77736,0,7,4,0,2,2,3,0,0
5,596,38919,1,22,6,0,4,2,3,1,0
5,233,45166,0,5,1,0,5,1,2,0,0
5,290,77736,0,9,4,0,2,2,2,0,0
5,257,77736,0,5,1,0,1,1,3,0,0
1,473,66000,1,6,3,0,0,3,1,2,0
4,623,66000,1,14,0,0,2,2,2,2,0
4,1281,66000,1,9,0,0,2,11,8,4,1
5,193,72569,1,5,0,0,4,3,2,0,0
5,773,35934,1,11,0,1,6,5,0,2,0
5,295,55687,1,8,2,0,4,3,4,0,0
5,141,88716,0,4,1,1,1,0,1,0,-1
4,321,98140,1,5,0,0,0,3,1,1,0
4,283,72569,1,5,2,0,3,3,1,0,0
5,330,72569,1,4,0,0,1,3,1,0,0
4,594,66000,1,8,0,0,6,3,5,1,0
1,779,77619,0,11,2,0,1,1,2,9,2
4,1121,55687,1,12,0,0,2,3,2,12,0
1,458,72569,1,9,1,0,1,0,0,0,3
1,217,37316,1,4,0,0,0,1,1,1,0
4,1519,77736,0,14,1,0,1,7,9,7,1
1,1415,80310,0,31,2,0,1,1,7,7,4
5,108,55043,1,4,1,0,2,3,0,0,0
3,861,72569,1,12,4,0,3,2,4,3,0
5,464,49865,0,11,3,0,2,3,2,2,0
5,451,66000,1,8,1,0,3,3,3,1,0
5,191,77619,0,2,1,0,3,0,0,0,0
1,109,66000,1,3,0,0,0,0,0,0,1
5,180,72569,1,3,1,0,3,1,2,0,0
5,178,67165,1,6,3,0,1,0,0,0,0
5,314,37316,1,4,1,0,1,2,3,2,1
2,1703,66000,1,23,0,0,2,5,11,6,1
5,122,43706,0,3,1,0,0,0,0,0,0
4,716,66000,1,13,0,0,2,2,3,6,0
5,100,55043,1,4,0,0,0,0,2,2,0
3,90,67165,1,2,0,0,0,0,0,1,0
1,253,55043,1,3,0,0,1,0,1,2,1
1,677,35934,1,15,1,0,0,0,5,0,1
4,451,55687,1,5,2,0,2,2,2,1,1
5,893,67165,1,12,3,0,2,2,4,3,0
5,1261,55043,1,14,4,0,4,6,5,2,0
5,465,66000,1,10,0,0,3,4,6,3,0
5,286,80310,0,5,1,0,2,2,3,2,0
2,348,67165,1,8,0,0,0,5,0,1,1
4,197,55687,1,6,0,0,2,1,3,0,0
5,1734,67165,1,31,0,1,4,7,3,16,1
4,354,77619,0,4,0,0,1,3,0,1,0
5,139,45166,0,5,2,0,3,1,0,2,0
1,1015,63109,1,9,0,0,0,3,5,9,5
4,1458,67165,1,18,0,1,1,6,8,3,0
4,667,55687,1,9,2,1,7,5,4,0,1
5,247,35934,1,6,4,0,1,0,1,0,0
4,578,98140,1,7,0,0,0,0,3,4,0
3,854,66000,1,15,1,3,1,4,4,4,2
4,146,77736,0,3,0,0,1,1,0,1,2
5,465,77736,0,9,0,0,9,1,2,2,0
5,410,55687,1,7,4,0,1,3,1,0,0
1,1769,77736,0,49,3,2,1,7,8,13,2
5,771,67165,1,11,2,1,2,5,4,6,1
5,336,66000,1,9,6,0,3,2,2,1,0
5,198,45166,0,4,2,0,2,0,0,0,0
3,685,55043,1,9,0,0,-1,3,3,5,0
5,1054,66000,1,10,1,0,2,9,4,10,0
5,270,55687,1,22,12,0,1,2,0,1,0
2,119,55687,1,2,0,0,0,0,1,0,0
5,298,80310,0,3,0,0,2,2,1,0,0
5,171,77619,0,4,0,0,2,0,3,0,0
4,500,66000,1,7,1,0,0,5,2,2,0
5,249,67165,1,4,0,0,4,1,1,1,1
1,145,55687,1,1,0,0,-1,0,1,1,1
5,184,72569,1,2,1,0,3,1,1,0,0
4,1539,37316,1,15,0,0,2,4,10,6,4
5,175,49336,0,4,0,0,1,3,0,0,0
5,764,89129,0,12,0,0,7,4,5,2,1
4,499,67165,1,8,1,0,4,2,3,1,0
5,218,43706,0,9,3,0,1,4,0,0,0
4,315,66000,1,5,1,0,5,2,0,1,0
5,207,66000,1,6,5,0,3,3,2,1,0
5,505,67165,1,4,0,0,1,1,2,6,0
4,144,77736,0,6,0,0,0,2,0,0,0
1,346,64899,0,6,0,0,0,2,3,2,2
4,2820,77619,0,25,1,0,11,7,14,10,0
5,239,72569,1,7,0,0,4,0,0,1,0
4,123,49336,0,5,0,0,3,0,2,0,0
4,521,72569,1,7,0,0,0,3,8,0,0
5,213,66000,1,4,2,0,3,2,0,0,0
5,125,66000,1,6,4,0,1,1,1,0,-1
5,579,67165,1,15,4,0,4,4,4,2,0
5,189,83084,0,2,0,0,2,0,1,2,0
2,1050,66000,1,13,0,0,2,3,6,4,3
3,521,66000,1,10,0,0,1,2,3,1,0
4,283,80310,0,3,0,0,2,3,0,1,0
1,200,35934,1,2,0,0,0,0,2,2,2
4,1008,67165,1,10,0,0,3,2,3,5,0
3,1861,83084,0,29,0,0,3,7,7,12,3
5,71,41255,0,1,0,0,1,1,0,0,0
5,559,83084,0,6,2,0,4,5,5,1,0
3,770,80310,0,20,0,0,3,7,6,3,2
5,103,37316,1,4,1,0,3,2,0,0,0
4,279,55043,1,4,0,0,2,2,1,1,0
5,189,66000,1,4,0,0,2,1,2,0,0
5,102,66000,1,2,1,0,0,1,0,0,0
5,923,67165,1,9,1,0,2,2,2,2,0
4,1003,35934,1,13,1,0,3,2,7,3,0
5,409,66000,1,5,4,0,3,7,2,3,0
1,174,77736,0,6,0,0,0,0,0,3,2
5,1134,55687,1,23,10,0,2,9,6,5,0
5,152,77736,0,5,4,0,5,0,1,0,0
3,755,67165,1,9,0,0,2,8,3,5,2
3,678,66000,1,13,7,0,3,2,4,4,2
5,151,77736,0,4,4,0,2,0,0,0,0
4,124,67165,1,3,0,0,2,1,0,1,0
3,595,72569,1,12,0,0,1,4,3,1,1
5,574,55043,1,8,1,0,2,1,6,2,0
5,959,66000,1,14,1,0,6,5,2,2,0
5,994,55043,1,15,1,0,6,5,5,6,1
5,373,66000,1,5,4,0,1,0,0,1,0
4,315,45166,0,6,0,0,1,2,1,3,0
1,519,80310,0,9,4,0,0,0,4,3,2
3,1493,66000,1,22,0,0,6,7,9,7,0
1,410,37316,1,5,0,0,0,0,-1,2,0
1,172,35934,1,2,0,0,0,0,1,2,3
5,984,35934,1,14,1,1,6,8,9,2,1
5,349,66000,1,9,2,0,3,2,0,1,0
5,476,67165,1,6,3,0,4,1,0,0,1
5,660,72569,1,8,0,0,4,5,2,5,0
5,866,72569,1,10,2,0,1,5,3,6,2
4,288,72569,1,4,1,0,5,0,1,0,0
2,431,66000,1,6,1,0,0,0,3,2,1
4,329,83084,0,8,1,0,2,1,0,4,0
3,1099,66000,1,19,1,0,6,12,0,16,1
5,594,72569,1,9,0,0,2,3,1,1,2
4,1005,66000,1,22,2,5,2,6,8,6,1
5,485,55687,1,7,1,0,1,7,5,1,0
5,347,67165,1,12,0,0,1,1,1,1,0
1,604,55687,1,9,0,1,3,0,2,3,2
4,170,77736,0,6,0,0,2,2,1,0,0
3,620,66000,1,6,0,0,0,0,5,7,0
4,378,66000,1,5,2,0,0,4,0,2,2
3,1288,66000,1,15,1,0,6,8,3,3,0
2,459,45166,0,10,0,0,0,2,1,1,2
3,755,67165,1,17,1,0,2,5,6,2,1
5,244,66000,1,4,0,0,2,3,0,1,0
5,780,66000,1,12,3,0,5,5,6,1,0
2,1055,67165,1,8,2,0,0,4,3,4,2
5,600,77619,0,8,0,0,3,5,4,0,0
1,362,67165,1,5,0,0,0,0,0,3,2
4,1084,37316,1,31,2,9,1,8,6,3,0
5,403,43706,0,9,1,0,4,1,3,2,0
3,536,37316,1,9,0,0,0,3,3,3,0
5,164,35934,1,4,1,0,1,1,1,0,0
3,157,66000,1,3,0,0,1,1,0,0,0
5,110,49865,0,3,1,0,4,1,0,0,0
1,784,30413,1,10,0,1,0,1,1,2,3
2,624,72569,1,6,0,0,0,4,1,4,5
5,233,77736,0,3,0,0,2,2,2,1,0
5,589,45166,0,7,0,0,5,2,9,1,0
1,804,67165,1,15,0,1,0,4,5,8,6
5,474,83084,0,6,2,0,1,1,3,2,0
3,393,67165,1,4,0,0,0,3,0,2,1
5,142,77619,0,3,1,0,0,0,0,1,0
4,195,72569,1,3,0,0,1,2,2,2,0
5,544,63109,1,8,0,0,1,3,3,3,0
5,468,72569,1,11,4,0,5,3,4,2,0
2,591,66000,1,6,0,0,1,0,5,3,1
5,232,45166,0,4,1,0,1,1,0,0,0
4,1857,49425,0,24,1,0,5,4,6,5,0
1,691,80310,0,9,0,0,0,2,3,8,4
2,148,63109,1,2,0,0,0,3,0,0,2
5,820,77736,0,12,0,0,4,3,7,5,1
1,158,36695,1,4,0,0,0,0,0,1,1
5,232,80310,0,7,1,0,2,4,3,2,0
5,587,66000,1,6,1,0,2,3,1,4,0
5,250,98140,1,6,3,0,1,2,0,0,0
1,421,72569,1,6,0,0,0,2,3,4,2
1,1053,66000,1,14,0,1,1,0,5,6,2
4,833,66000,1,6,0,0,2,5,5,3,0
2,936,49336,0,9,1,0,1,2,3,4,2
5,102,35934,1,3,3,0,2,1,0,0,0
5,103,80310,0,3,1,0,1,2,0,1,0
5,377,35934,1,4,3,0,3,3,0,0,0
2,2415,66000,1,49,12,4,2,1,7,8,5
4,268,77619,0,5,0,0,0,3,1,1,1
4,385,55687,1,8,1,0,1,5,2,2,0
5,125,72569,1,3,0,0,0,3,1,0,0
3,1454,66000,1,23,0,2,0,3,1,10,5
5,445,43706,0,5,1,0,3,3,1,1,0
1,331,80310,0,6,1,0,0,1,3,3,2
3,1447,77736,0,21,0,0,3,6,12,7,3
4,181,35934,1,6,3,0,3,2,0,0,0
2,1121,55043,1,24,1,3,1,4,2,5,5
2,587,37316,1,7,0,0,3,0,1,2,2
1,911,37316,1,9,0,0,0,1,3,4,3
5,901,66000,1,9,3,0,3,5,6,4,0
4,343,77619,0,6,0,0,3,2,0,2,0
5,494,45166,0,8,0,0,2,2,5,-1,0
3,724,37316,1,14,2,0,1,4,0,5,2
4,133,77619,0,2,0,0,0,0,0,0,0
4,308,77736,0,9,2,0,2,3,1,1,0
5,312,72569,1,4,0,0,3,2,2,0,0
5,142,66000,1,2,1,0,4,0,1,0,0
2,762,66000,1,11,1,0,1,2,7,4,4
5,270,55687,1,4,0,0,3,4,2,0,0
4,1333,35934,1,16,1,0,4,5,11,7,1
3,138,83084,0,3,0,0,0,0,2,1,0
5,169,77619,0,3,1,0,0,4,1,1,0
5,262,66000,1,4,0,0,1,3,1,1,0
5,239,66000,1,4,0,0,2,0,0,0,0
3,718,77736,0,9,1,3,0,1,1,1,1
3,340,77619,0,4,0,0,1,2,1,3,0
5,303,98140,1,3,0,0,2,3,3,0,0
5,826,43706,0,14,3,0,4,3,1,3,1
2,484,41255,0,10,2,0,0,2,0,3,1
3,1260,55687,1,16,0,0,3,6,4,6,3
5,1368,37116,1,19,1,2,0,7,3,1,-1
5,1036,55043,1,24,3,0,3,10,5,2,1
4,1775,49865,0,23,0,1,10,7,12,6,0
4,272,37316,1,6,0,0,2,3,0,0,0
3,111,88716,0,3,0,0,0,0,0,1,0
5,258,67165,1,4,0,0,1,0,0,1,0
3,113,35934,1,4,1,0,0,0,0,0,0
3,421,80310,0,5,1,0,0,1,2,2,0
2,1189,77619,0,15,0,0,2,5,5,6,5
1,202,66000,1,10,0,0,0,0,0,1,2
3,771,55687,1,6,0,0,2,2,4,5,0
2,659,80310,0,24,0,0,0,0,3,5,3
1,163,49336,0,3,0,0,0,0,0,1,0
2,530,77736,0,4,0,0,0,0,3,5,2
5,344,35934,1,7,3,0,1,3,0,1,0
2,1099,98140,1,14,0,0,0,1,4,7,1
3,997,83084,0,7,0,0,0,4,4,5,0
4,683,66000,1,11,3,0,4,4,7,2,0
4,720,55687,1,12,0,1,2,2,1,2,1
3,499,55043,1,6,0,0,2,7,4,1,0
5,302,55687,1,5,3,0,1,4,3,1,0
5,655,66000,1,9,5,0,3,4,1,1,0
4,568,66000,1,9,0,0,4,3,1,3,0
5,319,77619,0,4,4,0,0,0,2,0,0
5,1494,38264,1,13,1,0,8,8,9,3,2
5,299,77619,0,8,2,0,2,1,1,2,1
5,799,66000,1,11,2,0,0,1,1,2,2
5,86,35934,1,2,0,0,0,0,0,0,0
5,124,35934,1,3,0,0,2,2,0,0,0
4,558,66000,1,7,1,0,4,3,1,2,0
4,521,72569,1,10,0,0,3,4,4,1,1
4,524,77736,0,5,0,0,0,1,2,1,0
5,196,72569,1,5,0,0,3,3,1,0,0
5,183,46162,1,6,4,0,0,5,1,0,0
5,806,66000,1,15,1,0,3,8,2,1,0
4,538,66000,1,12,0,0,2,3,2,1,0
1,346,77619,0,5,0,0,0,1,1,2,0
3,311,55687,1,7,0,0,3,4,2,0,2
4,1619,66000,1,27,6,2,2,11,7,9,1
3,1766,66000,1,32,1,0,3,5,9,7,3
3,360,37316,1,6,0,0,2,4,4,1,2
5,238,66000,1,5,0,0,1,4,2,0,0
5,1632,98140,1,29,4,1,9,5,7,3,1
2,1127,37316,1,19,0,0,2,2,0,7,0
5,374,55043,1,14,14,0,5,0,1,0,0
5,1048,72569,1,16,3,0,5,9,4,9,0
5,134,38264,1,2,0,0,1,2,1,0,0
4,399,35934,1,5,0,0,2,1,7,0,0
3,237,55043,1,6,0,0,0,0,0,2,1
3,130,66000,1,3,0,0,0,0,0,0,0
5,1651,66000,1,26,1,1,6,8,9,9,0
5,251,98140,1,7,1,0,3,3,1,0,0
5,523,37316,1,6,0,0,1,1,-1,4,0
3,570,55687,1,16,2,2,0,1,3,4,0
4,215,77736,0,6,2,0,1,3,1,1,0
5,385,80310,0,4,0,0,1,1,3,1,1
3,1324,55687,1,13,1,0,0,2,6,4,1
1,664,72569,1,8,0,0,2,3,4,2,2
5,88,66000,1,2,0,0,0,2,0,1,0
1,442,49336,0,8,0,0,0,0,1,3,3
5,117,66000,1,3,1,0,2,1,0,1,0
1,382,83084,0,4,0,1,1,2,4,1,3
1,137,49865,0,6,0,0,0,0,1,1,1
4,494,66000,1,10,0,0,2,2,4,4,1
5,413,66000,1,6,1,0,4,5,2,1,1
5,326,67165,1,5,1,0,3,2,3,1,0
5,223,55043,1,3,1,0,1,3,1,0,0
5,167,66000,1,2,2,0,1,1,1,0,0
3,316,49425,0,7,0,0,1,2,0,0,0
4,795,66000,1,12,0,0,6,2,5,2,0
1,292,77736,0,14,1,0,0,1,2,6,1
4,1213,55687,1,16,5,0,4,10,7,5,0
4,1521,49336,0,23,1,0,5,7,7,7,0
5,572,66000,1,5,1,0,3,3,1,2,0
2,396,37316,1,7,0,0,2,0,2,0,2
2,1898,37316,1,22,2,3,2,3,4,7,3
1,601,37316,1,39,0,0,1,0,1,1,2
5,526,43706,0,7,3,0,4,6,5,2,0
5,142,55043,1,4,0,0,2,0,1,2,0
3,2540,35934,1,28,0,0,6,4,12,7,2
3,727,66000,1,8,0,0,1,2,3,7,1
3,153,66000,1,2,0,0,1,1,0,1,1
5,462,35934,1,8,4,0,2,9,2,1,0
3,140,67165,1,3,0,0,0,0,1,1,1
4,319,49336,0,8,5,0,0,1,1,1,0
5,324,77619,0,7,1,0,1,4,2,1,1
5,571,83084,0,15,1,0,4,1,4,1,0
4,353,55043,1,4,0,1,1,0,2,0,0
5,780,67165,1,10,1,0,7,10,4,2,0
4,1796,66000,1,27,2,0,1,10,2,6,1
4,532,49336,0,7,0,0,1,2,3,6,0
4,1059,66000,1,14,0,0,2,2,4,5,2
5,169,35934,1,8,0,0,1,1,0,1,0
1,1008,66000,1,25,1,0,0,3,1,3,2
3,1044,67165,1,17,0,0,0,5,7,8,1
2,858,66000,1,14,0,1,2,4,10,4,0
5,570,55687,1,7,1,0,1,5,2,1,1
1,295,66000,1,4,0,0,0,2,0,2,1
1,691,77736,0,18,0,0,0,2,2,0,4
4,378,77619,0,6,0,0,1,0,2,2,1
2,843,37316,1,13,2,0,0,4,2,7,0
5,86,66000,1,3,0,0,1,2,0,0,0
5,332,77736,0,10,2,0,2,0,2,0,1
5,304,66000,1,7,6,0,2,1,1,3,0
1,329,77736,0,6,0,0,0,0,2,2,0
5,81,77619,0,2,1,0,1,0,1,0,0
3,597,66000,1,6,0,0,5,6,3,3,1
3,1137,98140,1,12,0,0,1,4,1,4,6
5,863,55687,1,14,1,1,1,5,5,4,0
3,624,72569,1,11,0,0,1,3,7,4,4
4,197,49336,0,8,1,0,0,2,1,1,0
4,698,66000,1,11,0,1,4,3,2,4,0
2,1051,72569,1,12,0,0,4,2,4,8,2
3,135,49336,0,2,0,0,0,0,1,0,0
5,182,67165,1,4,1,0,1,1,0,1,0
5,315,66000,1,6,2,0,2,0,0,1,0
4,492,72569,1,12,0,0,3,3,1,4,0
3,1190,80310,0,22,0,0,1,7,6,7,4
2,200,66000,1,3,0,0,0,2,1,2,0
1,1174,63109,1,24,0,3,0,6,4,8,3
3,1929,77736,0,24,0,0,2,16,13,9,0
3,594,46162,1,11,0,0,1,3,2,5,3
5,244,49865,0,6,2,0,3,1,4,0,0
4,527,66000,1,6,0,0,1,4,3,3,0
5,186,66000,1,5,0,0,3,2,2,1,0
5,988,55043,1,29,13,0,3,4,3,8,1
3,752,35934,1,5,0,0,1,2,2,5,1
1,199,66000,1,5,0,0,0,0,0,1,2
5,959,98140,1,12,1,0,7,6,3,3,-1
5,231,27266,1,5,4,0,3,0,0,0,0
4,175,37316,1,2,0,0,1,2,1,0,0
3,159,77736,0,2,0,0,0,2,2,1,2
5,299,35934,1,6,4,0,1,5,4,1,0
1,314,35934,1,6,0,0,0,0,0,2,2
4,165,66000,1,3,0,0,3,1,0,2,0
3,474,55687,1,5,1,0,3,1,4,1,0
3,218,35934,1,3,0,0,2,5,0,1,0
1,1171,77736,0,18,3,1,2,5,8,12,6
1,146,80310,0,3,0,0,0,1,0,5,1
2,765,66000,1,15,0,1,3,1,4,6,2
5,424,98140,1,5,0,0,0,1,2,1,2
5,91,66000,1,1,0,0,0,0,1,0,0
5,949,66000,1,10,2,0,2,8,6,7,1
4,803,67165,1,6,0,0,3,6,5,5,0
4,273,45166,0,7,4,0,2,3,2,0,0
2,687,55043,1,7,0,0,1,2,2,2,0
4,598,66000,1,6,2,0,4,4,6,0,1
5,411,37316,1,10,0,0,1,1,0,3,0
2,901,45166,0,12,0,2,0,2,3,5,3
5,164,49336,0,4,2,0,1,0,0,1,0
5,1015,66000,1,11,0,0,6,8,8,5,0
4,243,66000,1,4,2,0,2,3,2,1,0
5,186,80310,0,4,0,0,2,3,0,0,0
5,777,98140,1,11,0,0,7,4,4,2,0
1,905,37316,1,19,0,0,0,3,0,3,3
2,567,55043,1,7,0,0,1,2,1,1,1
5,189,35934,1,4,4,0,1,2,0,0,0
1,86,77736,0,3,0,0,1,0,0,1,0
5,432,37316,1,16,3,0,3,6,3,0,0
5,104,41255,0,3,1,0,1,2,3,0,0
5,776,43706,0,26,2,0,5,3,3,3,0
4,172,35934,1,4,3,0,3,2,1,0,0
5,194,37316,1,5,5,0,2,0,1,0,0
5,414,55687,1,6,1,0,3,3,4,1,0
3,197,49865,0,5,1,0,1,3,3,0,0
4,126,55687,1,1,0,0,1,3,0,0,0
2,1126,66000,1,12,0,0,2,3,5,6,3
3,1194,66000,1,22,1,0,3,10,7,2,2
5,306,72569,1,7,4,0,2,1,2,0,0
5,2222,66000,1,28,0,0,5,10,13,10,3
1,93,66000,1,4,0,0,0,1,1,1,1
4,389,67165,1,12,0,0,1,3,2,1,0
3,134,35934,1,6,0,0,0,4,1,3,0
3,566,77736,0,9,0,0,2,3,1,3,3
5,344,72569,1,5,1,0,2,1,0,0,-1
5,102,66000,1,4,2,0,0,1,0,1,0
1,242,49336,0,4,0,0,1,0,0,3,2
3,423,83084,0,9,0,0,0,6,1,1,0
4,1188,66000,1,14,2,0,5,5,3,5,1
5,339,37316,1,6,0,0,1,1,2,0,0
4,125,88716,0,5,1,0,1,2,2,0,0
5,111,41255,0,2,2,0,0,0,0,0,0
2,595,66000,1,10,0,0,0,1,4,2,0
5,403,35934,1,6,0,1,3,2,1,1,0
5,168,46162,1,4,1,0,1,3,0,1,0
5,276,66000,1,4,2,0,1,2,0,2,0
5,91,35934,1,1,0,0,2,0,1,0,0
1,2397,49336,0,28,0,3,0,4,10,8,12
1,396,55043,1,5,2,0,1,0,0,1,0
3,811,98140,1,9,0,0,1,1,2,9,0
4,631,55687,1,28,2,0,1,4,3,2,0
4,239,35934,1,5,0,0,2,1,1,3,0
5,83,55687,1,2,1,0,1,0,0,0,0
5,172,43706,0,3,0,0,3,1,0,0,0
4,736,55043,1,11,0,0,1,8,5,2,0
5,148,49336,0,5,3,0,0,0,0,0,0
3,875,66000,1,15,1,0,2,3,5,5,3
3,348,77736,0,8,0,0,1,1,4,0,2
4,353,66000,1,8,3,0,3,1,6,2,0
5,132,55687,1,4,2,0,3,2,0,0,0
1,136,77619,0,2,0,0,0,0,1,0,0
3,841,66000,1,10,0,0,0,4,1,3,0
2,678,55687,1,10,0,0,0,8,2,2,0
5,291,72569,1,3,0,0,2,2,2,1,1
3,719,37316,1,10,0,0,1,2,4,0,6
2,145,66000,1,4,0,0,0,2,0,1,0
3,1257,80310,0,18,0,0,2,3,3,2,1
1,348,35934,1,9,0,3,0,0,0,1,0
5,258,35934,1,6,2,0,3,5,0,0,0
3,218,98140,1,2,0,0,0,1,1,0,0
5,269,35934,1,4,0,0,0,1,0,0,0
1,330,49336,0,6,1,0,0,0,-1,3,0
5,191,77736,0,3,1,0,2,1,0,0,0
5,1063,35934,1,16,6,1,1,7,12,4,1
1,377,77736,0,8,0,0,0,0,0,2,1
4,982,49336,0,13,1,0,1,6,2,3,1
2,428,35934,1,5,0,0,0,0,0,3,0
5,868,67165,1,11,2,0,3,3,3,2,1
5,545,35934,1,9,0,0,2,5,3,2,0
5,474,66000,1,7,0,0,1,4,3,3,0
5,465,37316,1,8,1,0,3,4,2,1,0
3,189,66000,1,2,0,0,1,1,1,0,0
4,643,35934,1,11,0,0,2,2,1,2,0
5,404,66000,1,8,7,0,4,7,0,1,0
4,1023,67165,1,14,0,0,2,4,5,4,0
5,540,67165,1,8,0,0,2,5,5,5,0
4,128,66000,1,4,4,0,2,1,1,0,0
5,97,66000,1,1,1,0,0,3,0,0,0
5,1908,66000,1,27,0,2,3,2,5,11,0
5,909,49336,0,13,0,0,1,6,4,3,0
5,128,83084,0,3,3,0,0,2,0,0,0
5,174,43706,0,4,0,0,1,0,0,0,0
5,682,72569,1,13,0,0,2,3,6,3,0
5,234,66000,1,3,1,0,1,2,2,1,0
1,173,77736,0,9,3,0,0,0,0,0,0
5,414,80310,0,7,1,0,2,1,2,1,0
5,313,77736,0,7,1,0,0,4,2,0,0
4,1447,98140,1,22,7,0,1,5,10,10,0
4,575,72569,1,25,4,2,2,7,1,1,0
4,2093,77736,0,20,4,1,4,11,8,6,0
5,124,109742,0,3,1,0,2,2,2,0,0
5,399,66000,1,9,0,1,3,3,0,0,0
4,898,45166,0,28,4,0,7,3,4,1,0
5,422,66000,1,9,6,0,4,1,4,1,0
5,413,66000,1,6,0,3,2,2,2,2,0
1,184,38264,1,6,0,0,0,0,0,0,0
5,323,77619,0,4,0,0,0,1,1,0,0
5,522,49865,0,8,2,0,3,4,4,1,0
5,509,83084,0,8,1,0,1,0,1,0,0
5,203,63109,1,14,1,0,3,2,1,2,0
4,198,55043,1,4,0,0,1,0,1,2,0
